Japanese,English
しゅうかく,"harvest, harvesting"
ようち,"childish, infantile"
いね,rice plant
かせぐ,"earn, make money"
がくひ,"school expenses, tuition"
めいしょう,name
ちつじょ,"order, method"
げんこうようし,"manuscript paper, writing pad"
せいしつ,"nature, property"
おだやか,"calm, mild"
なみ,"wave, fluctuations"
かくす,"hide, conceal"
おどろき,"surprise, amazement"
おかげ,"help, thanks to"
かげ,"shade, behind the scenes"
ものかげ,place behind something
みりょく,"charm, attraction"
かたまり,"lump, ingot"
みにくい,"ugly, bad-looking"
いやしい,"mean, greedy"
くだく,"crush, smash"
くだける,"be crushed, break down"
きそ,"basis, foundation"
かい,"shellfish, shell"
ぬるぬる,slimy
はまべ,"beach, seashore"
かしこい,"wise, smart"
おうさま,king
わるがしこい,"cunning, sly"
しきりに,"frequently, repeatedly"
しんり,"mental state, psychology"
けっしょう,"final, final game"
がんこ,"stubborn, obstinate"
ぴょんぴょん,"jump, hop"
あきれる,be stunned in disappointment or disbelief
せいぜい,at most
いわい,"celebration, congratulation"
いただく,"receive, eat"
とうたつ,"arrival, attainment"
ちょうじょう,"summit, climax"
みおろす,"look down, overlook"
マヨネーズ,mayonnaise
せいりょく,"influence, power"
がくもん,"learning, scholarship"
せいしゅん,youth
あかんぼう,baby
しゅうぶん,autumnal equinox
しゅんぶん,vernal equinox
ふきげん,"bad mood, displeasure"
ちかごろ,"recently, nowadays"
むじゅん,contradiction
そうこ,"warehouse, storehouse"
そうりつ,"establishment, organization"
いっせいに,"all together, all at once"
きょうりょく,powerful
えきたい,"liquid, fluid"
しんけん,"serious, sincere"
えんじる,"perform, play"
けいむしょ,prison
けいじ,detective
ばっきん,"fine, penalty"
ばっする,punish
ばつ,"punishment, penalty"
いっぱんに,"generally, in general"
ろうじん,"old person, elderly"
たのしみ,"pleasure, something looked forward to"
ものしり,"knowledgeable person, know-it-all"
まめ,"bean, peas"
にる,"boil, cook"
にえる,"boil, be boiled"
むしあつい,humid
きょうれつ,"intense, severe"
だまる,"become silent, shut one's mouth"
けもの,"beast, brute"
ぜいきん,tax
むだ,"no good, pointless"
むだづかい,wasting money
おうえん,"support, cheering"
かける,"gallop, run quickly"
かけあし,"gallop, run"
きたい,"gas, vapor"
ふっとう,boiling
おか,"hill, slope"
みわたす,look out over
みんかん,"citizens, civilians"
へんきゃく,return
かんちょう,government office
けんちょう,prefectural office
ちょう,"public office, agency"
とちょう,Tokyo Metropolitan City Hall
ふちょう,urban prefectural office
えいよう,"nutrition, nourishment"
せんざい,"detergent, cleanser"
ペンキ,paint
つるつる,"smooth, slippery"
しょうじる,"happen, cause"
こする,"rub, strike"
まさつ,"friction, rubbing"
あせ,sweat
ひたい,"forehead, brow"
びっしょり,soaked
てのひら,palm
じく,axis
こうはい,one's junior
せんぱい,"senior, superior"
せいさく,"manufacture, production"
かおり,"perfume, fragrance"
こうすい,perfume
あえて,boldly
ぼうけん,"adventure, risk"
がっしょう,chorus
かえる,frog
けっしょう,crystallization
じんかく,"character, personality"
うやまう,"respect, honor"
ざしき,"drawing room, Japanese-style room"
しききん,"deposit, key money"
とりあえず,"for now, first of all"
しょうぼう,"fire fighting, fire prevention"
ゆうき,"courage, nerve"
ゆうかん,"brave, heroic"
おとる,"be inferior to, be worse than"
はげます,"encourage, urge"
わく,well up
じつは,actually
かんじょう,"check, tab"
かん,"sense, intuition"
かんちがい,misunderstanding
ごろごろ,rumble
きり,"fog, mist"
ひらける,"widen, develop"
しも,frost
つゆ,"dew, dewdrop"
れいか,"below zero, sub-zero"
ふんいき,"atmosphere, mood"
やわらげる,"soften, relieve"
ぼんち,"valley, basin"
ぼん,Bon Festival
ぼん,tray
かいさん,"breakup, dissolution"
こうしゅう,the public
しゅうぎいん,"House of Representatives, Lower House"
かんしゅう,audience
ぐんしゅう,"the masses, multitude"
たいしゅう,"the masses, the populace"
どっと,burst (out laughing)
しょちゅうみまい,summer greeting
おしまい,"finished, over"
ぶたい,"stage, setting"
みまう,visit someone
みまい,personal visit
ひらりと,"lightly, delicately"
けいかい,"light, cheerful"
リード,"the lead, take a lead"
ぼんおどり,Bon Festival dance
かいよう,"ocean, sea"
ブレーキ,brake
はねる,"leap, hop, bound"
きんせん,"money, cash"
せんとう,"public bath, bathhouse"
ふるさと,"hometown, birthplace"
じどう,"child, juvenile"
としょ,books
うめる,"bury, fill up"
うずめる,"bury, fill in"
すみ,black ink
こうどう,"lecture hall, auditorium"
セルフサービス,self-service
けつい,"resolution, determination"
しょうがくきん,"scholarship, fellowship"
くるう,"become insane, get out of order"
しゅんかん,"instant, moment"
しょうじ,paper sliding-door
ころがる,"roll over, tumble"
くるくる,"round and round, spin"
おす,male
かわいがる,"love, cherish"
ながめる,"look out, gaze"
せんろ,"line, track"
よこぎる,"cross, go across"
へい,"fence, wall"
なづける,"name, give a name to"
ひゃっかじてん,encyclopedia
とびおりる,"jump off, jump down"
めす,female
さる,"monkey, ape"
ジャンプ,jump
ぶらさがる,"hang down, dangle"
ねらう,"aim, be after"
じごく,"hell, inferno"
しょう,chapter
もくじ,table of contents
ほる,"engrave, carve"
しゃりん,wheel
がんじょう,"solid, strong"
うまれつき,"born, by nature"
ふくそう,"clothes, garments"
ちゅうおう,center
ふたご,twins
おそれ,"fear, risk"
やくにん,government official
ぼくじょう,"stock farm, pasture"
よる,"stop by, stop off"
ねんじゅう,all year
いのる,"pray, wish for"
はだか,"naked body, bareness"
えり,"collar, lapel"
しんぞう,heart
せんじょう,"battlefield, front"
せんし,death in war
せんぞ,"forefather, ancestor"
しんせき,a relative
しがい,"city outskirts, suburbs"
しらが,"white hair, gray hair"
かなづかい,"kana orthography, use of kana"
がん,cancer
だく,"hug, embrace"
はか,"grave, gravestone"
たいしょう,Taisho era
めいじ,Meiji era
そせん,"ancestor, forefather"
あらすじ,"outline, plot"
す,vinegar
ほうしゅう,"remuneration, reward"
こうがい,"suburbs, outskirts"
きんこう,"suburbs, outskirts"
がくえん,"educational institution, school"
しょき,"early days, initial"
じゃま,"hindrance, obstruction"
くしゃみ,sneeze
むじゃき,"innocence, simplicity"
つかまる,"grip, grab"
だるい,"be dull, feel dull, weary"
たいがい,"generally, probably"
てあらい,"toilet, washstand"
きざむ,cut fine
もよう,"pattern, design"
フライパン,frying pan
たまねぎ,onion
たま,"bead, ball"
どう,copper
しょうちょう,"symbol, symbolize"
てんのう,emperor
うかべる,set afloat
はん,"squad, group"
めしあがる,"eat, drink"
まなぶ,"learn, study"
てつがく,philosophy
かいぜん,"improvement, amelioration"
しんぜん,"goodwill, friendly relations"
たいぐう,"treatment, pay"
つな,"rope, line"
ほうめん,direction
なわ,"rope, cord"
しばる,"bind, restrict"
ぬう,"sew, stitch"
しょうてん,"focus, focal point"
しぼる,"wring out, squeeze"
こん,"dark blue, navy blue"
あさがお,morning glory
こうよう,"autumn leaves, crimson foliage"
あちらこちら,"all over, here and there"
クッキー,"cookie, biscuit"
くちべに,"lipstick, rouge"
にじ,rainbow
うめ,plum blossom
うめぼし,pickled plum
じめじめ,"feel damp, clammy"
つゆあけ,end of the rainy season
つゆいり,start of the rainy season
かいせつ,"explanation, commentary"
どくしゃ,"reader, subscriber"
らん,"column, field"
せんぬき,"bottle opener, corkscrew"
す,"nest, den"
いご,"game of ""go"""
うそつき,liar
こうりょ,"consideration, deliberation"
くせ,"habit, mannerism"
げり,diarrhea
こす,"go over, surmount"
とうげ,"mountain pass, ridge"
くずれる,"crumble, collapse"
がけ,cliff
ロープ,rope
さいわい,"happiness, good fortune"
あらし,storm
たとえ,"even if, granting that"
かいきょう,"straits, channel"
うわさ,"gossip, rumor"
ひろまる,"spread, be in general circulation"
ひろめる,"spread, extend"
わがまま,"selfishness, willfulness"
いなか,"country, countryside"
こうしゃ,school building
うたごえ,singing voice
のどか,"tranquil, peaceful"
こさめ,drizzle
さす,open (an umbrella)
え,"handle, grip"
おじょうさん,"young lady, someone's daughter"
ばあさん,"grandmother, old lady"
ごらく,"amusement, pastime"
うらもん,back gate
しょうがい,"for life, lifetime"
ち,"ground, place"
はくさい,nappa cabbage
つけもの,"pickle, pickled vegetable"
つぶす,"crush, smash"
つぶれる,crush
きしゃ,train
かくちょう,"expansion, extension"
いんさつ,printing
ねんが,New Year's card
かける,"bet, stake"
れんじつ,"day after day, everyday"
にぎわう,"bustle, enliven"
ひねる,"twist, turn"
へび,"snake, serpent"
けいこうとう,fluorescent lamp
あいず,"signal, sign"
しゃしょう,train conductor
いも,"potato, yam"
きく,chrysanthemum
はなやか,"gorgeous, colorful"
けいべつ,"contempt, disdain"
さっと,"quickly, suddenly"
ぎちょう,"chairman, president"
がくちょう,college president
にこやか,"smiling, beaming"
へいかい,"closing, adjournment"
ねんし,beginning of the year
なかゆび,middle finger
はさむ,trap
あげる,deep-fry
とう,"tower, pagoda"
あきらめる,"abandon, give up"
ちかう,"vow, swear"
えんそう,musical performance
ていき,"fixed term, regular"
ほうたい,"bandage, dressing"
うつ,"fire, shoot"
ししゃ,branch office
てんきん,transfer
ふ,urban prefecture
きゅうくつ,"tight, cramped"
くっつく,"stick, cling"
ずらり,line up neatly
かかと,heel
すな,"sand, grit"
メーカー,"maker, manufacturer"
よび,"reserve, spare"
はきもの,footwear
フルーツ,fruit
どろ,"mud, dirt"
ほどく,"undo, unfasten"
かへい,"money, currency"
しんじゅ,pearl
なぐさめる,"console, comfort"
ふろば,bathroom
へそ,"the navel, the bellybutton"
あしおと,sound of footsteps
こきょう,"hometown, birthplace"
べたべた,stick together
ばんねん,late in life
ほがらか,"cheerful, bright"
かれる,"wither, die"
かびん,flower vase
から,"emptiness, hollow"
むき,"direction, turn"
そろえる,"align, make uniform"
いったん,"once, for a while"
こじき,beggar
くうちゅう,"in the air, in the sky"
あみ,"net, netting"
つかまえる,"arrest, capture"
ちょうちょう,butterfly
じゅみょう,life span
かめ,"turtle, tortoise"
うらやましい,"envious, envy"
ぱんだ,panda
こぐ,row
ウナギ,eel
はと,"pigeon, dove"
おそう,"raid, attack"
ひなまつり,Doll Festival
けいこ,"practice, learning"
しょうばい,"trade, business"
かぶき,kabuki
ものすごい,tremendous
ささやく,whisper
せき,cough
おさまる,"settle down, be cured"
のど,the throat
つば,"saliva, spittle"
ほえる,"bark, bay"
つるす,hang
かみつく,bite at
きゅうり,cucumber
つける,"pickle, marinade"
みそ,"miso, soybean paste"
おもわず,"unintentionally, unconsciously"
おもいやり,"thoughtfulness, kindness"
おめにかかる,"meet, have the honor of seeing"
もしも,"if, if ever"
たいして,"very, greatly"
どんなに,how much
ふさがる,close up
ふさぐ,"close, shut"
くず,"waste, scraps"
かみくず,wastepaper
かく,scratch
かきまわす,"stir up, agitate"
いのり,prayer
なでる,"stroke, pat"
ひきょう,"cowardice, meanness"
あこがれ,"yearning, longing"
あこがれる,"yearn after, adore"
めでたい,"happy, fortunate"
おぼれる,"drown, be drowned"
ごぶさた,be out of touch
くむ,"collect, scoop up"
バケツ,bucket
ためいき,sigh
たまる,"accumulate, store up"
ためる,"store, collect"
でんせん,"contagion, infection"
いじめ,bullying
いじめる,"ill-treat, abuse"
はるか,"far, distant"
のぞく,"look, peep"
あいまい,"ambiguous, vague"
おおみそか,new year's eve
また,"crotch, groin"
おくびょう,"cowardice, timidity"
くるまいす,wheelchair
がたがた,rattle
よける,move out the way
しぶい,"bitter, astringent"
かき,"persimmon, persimmon tree"
たく,start a fire
めいりょう,"clear, plain"
まゆ,eyebrow
まゆげ,eyebrows
ゆのみ,teacup
わりばし,disposable chopsticks
たんぱくしつ,protein
はち,bee
ちょうだい,"getting, receiving"
がんじつ,New Year's Day
はつもうで,first shrine visit of the new year
おわび,apologize
わびる,apologize
ささる,"stick, be stuck"
さける,"split, tear"
くぎ,"nail, spike"
さびる,"rust, get rusty"
おもたい,heavy
もち,rice cake
おもいこむ,"assume, believe"
あくじょ,"wicked woman, villainess"
だます,"deceive, cheat"
おやこ,parent and child
さわやか,"refreshing, clear"
すずめ,sparrow
おとしだま,New Year's gift
おい,nephew
びんせん,"letter paper, stationery"
かぐ,"smell, sniff"
いためる,stir-fry
